1383297600000	1	1	1.445982643495844E-4
1383300000000	1	1	2.8933358216274067E-4
1383306000000	1	1	2.1703444998794847E-4
1383306600000	1	1	6.92190810703531E-5
1383308400000	1	1	7.22991321747922E-5
1383309000000	1	1	2.107372943154984E-4
1383315000000	1	1	7.395236931786679E-5
1383317400000	1	1	6.92190810703531E-5
1383331200000	1	1	6.92190810703531E-5
1383339600000	1	1	7.22991321747922E-5
1383342000000	1	1	7.551623674280319E-5
1383342600000	1	1	6.92190810703531E-5
1383342600000	1	1	7.123456781290102123
1383265800000	1	10	2.814243229598746E-5
1383288000000	1	10	3.907339743793248E-5
1383296400000	1	10	1.028247752913052E-4
1383297000000	1	10	1.3096720758729266E-4
1383298800000	1	10	1.551390040413683E-4
1383299400000	1	10	1.0921254093705222E-4
1383305400000	1	10	1.5695136131990814E-4
1383307800000	1	10	1.0402368497483085E-4
1383321600000	1	10	3.2281399857055136E-4
1383324000000	1	10	2.814243229598746E-5
1383330000000	1	10	8.961615285018374E-5
1383330600000	1	10	8.110018349187615E-5
1383332400000	1	10	1.0402368497483085E-4
1383333000000	1	10	2.814243229598746E-5
1383341400000	1	10	7.588125267884338E-5
1383269400000	1	1001	4.6649398250341986E-5
1383294000000	1	1001	7.373076644475431E-6
1383300600000	1	1001	5.391152654393628E-5
1383303000000	1	1001	6.740586716042852E-6
1383327600000	1	1001	3.054048393805137E-6
1383295200000	1	1002	1.1557122787221975E-4
1383301800000	1	1002	3.6865383222377156E-6
1383303600000	1	1002	3.6865383222377156E-6
1383304200000	1	1002	3.6865383222377156E-6
1383310200000	1	1002	5.63104352596541E-5
1383312600000	1	1002	2.9503573529115528E-6
1383326400000	1	1002	6.0548422219085544E-5
1383328800000	1	1002	5.391152654393628E-5
1383337800000	1	1002	5.391152654393628E-5
1383286200000	1	1003	2.915793600063867E-6
1383302400000	1	1003	4.453761019016008E-5
1383304800000	1	1003	3.5196511189015013E-6
1383313200000	1	1003	3.5196511189015013E-6
1383336000000	1	1003	2.915793600063867E-6
1383287400000	1	1004	6.108096787610274E-6
1383298200000	1	1004	5.391152654393628E-5
1383312000000	1	1004	3.054048393805137E-6
1383320400000	1	1004	5.391152654393628E-5
1383322800000	1	1004	3.6865383222377156E-6
1383331800000	1	1004	3.6865383222377156E-6
1383297000000	1	1005	4.574841620992991E-5
1383299400000	1	1005	9.047410682482171E-5
1383321600000	1	1005	4.867652308177438E-5
1383324000000	1	1005	1.5685645509094354E-6
1383333000000	1	1005	1.7122825241918233E-6
1383315000000	1	1006	5.314415697795832E-5
1383340200000	1	1006	2.7762502812672364E-5
1383291000000	1	1007	4.923422961926937E-7
1383293400000	1	1007	1.6411777455241325E-6
1383315600000	1	1007	1.779540892982917E-6
1383318600000	1	1007	3.282355491048265E-6
1383324600000	1	1007	1.779540892982917E-6
1383327000000	1	1007	9.846845923853874E-7
1383269400000	1	1008	1.5619722297691256E-5
1383292200000	1	1008	1.4916415115122929E-5
1383294000000	1	1008	2.6850996425416602E-5
1383303000000	1	1008	1.022593850813425E-6
1383316800000	1	1008	7.613023464747999E-5
1383327600000	1	1008	1.022593850813425E-6
1383295200000	1	1009	7.650411438168996E-7
1383304200000	1	1009	5.174185277631569E-5
1383312600000	1	1009	7.650411438168996E-7
1383326400000	1	1009	7.650411438168996E-7
1383328800000	1	1009	5.174185277631569E-5
1383302400000	1	101	2.188952684027752E-4
1383304800000	1	101	3.828319211858037E-4
1383310800000	1	101	7.337267666541348E-5
1383311400000	1	101	2.2088297164308423E-4
1383313200000	1	101	2.221057332365495E-4
1383313800000	1	101	7.214991507194822E-5
