#X Y Z
39 19 10
37 20 10
38 20 10
39 20 10
37 21 10
38 21 10
39 21 10
93 48 20
93 49 20
94 49 20
92 50 20
93 50 20
94 50 20
95 50 20
92 51 20
93 51 20
94 51 20
95 51 20
94 52 20
1 64 30
1 65 30
1 66 30
1 67 30
32 91 40
33 91 40
31 92 40
32 92 40
33 92 40
48 72 50
47 73 50
48 73 50
88 30 60
89 30 60
87 31 60
88 31 60
89 31 60
87 32 60
88 32 60
89 32 60
88 33 60
89 33 60
95 36 60
94 37 60
89 64 70
88 65 70
89 65 70
88 66 70
89 66 70
90 66 70
88 67 70
89 67 70
77 66 80
78 66 80
76 67 80
77 67 80
78 67 80
79 67 80
21 86 90
19 87 90
20 87 90
19 88 90
81 72 100
82 72 100
83 72 100
82 73 100
49 90 110
50 90 110
51 90 110
73 77 120
74 77 120
75 77 120
73 78 120
74 78 120
