
0:	4,4,5,2,3,3,2,2,2,3,2,
1:	2,5,2,2,
2:	2,4,4,2,4,2,2,
3:	4,2,
4:	2,
5:	3,3,3,4,
6:	7,5,4,8,4,6,3,2,4,3,4,2,3,3,
7:	5,11,2,2,3,3,5,3,9,7,7,6,2,
8:	10,5,12,4,4,3,3,5,8,7,
9:	19,6,3,5,5,3,3,
10:	4,3,9,4,5,
11:	16,4,10,3,6,
12:	4,7,2,4,
13:	12,3,6,3,2,
14:	2,4,14,4,5,9,8,
15:	5,7,14,5,9,6,5,3,
16:	11,14,4,9,4,7,3,9,5,4,
17:	4,12,5,6,15,7,2,
18:	11,2,5,
19:	30,5,10,3,
20:	7,12,4,5,3,12,8,6,4,4,3,5,
21:	17,4,18,7,5,3,3,2,4,4,2,
22:	12,9,11,7,8,2,10,16,6,2,2,5,3,2,
23:	5,4,6,5,10,7,2,6,4,7,2,8,3,4,5,6,5,4,2,5,2,2,
