#X Y Z
87 80 10
87 81 10
87 82 10
88 80 10
88 81 10
88 82 10
89 81 10
89 82 10
78 98 20
78 99 20
80 0 20
80 98 20
71 34 30
71 35 30
72 32 30
72 33 30
72 34 30
72 35 30
73 32 30
73 33 30
73 34 30
73 35 30
74 34 30
34 91 40
34 92 40
35 90 40
35 91 40
35 92 40
35 93 40
36 90 40
36 91 40
36 92 40
36 93 40
37 90 40
37 91 40
37 92 40
38 90 40
38 91 40
38 92 40
39 91 40
52 78 50
53 77 50
54 77 50
79 67 60
79 68 60
93 51 70
93 52 70
94 51 70
94 52 70
95 51 70
95 52 70
95 53 70
96 50 70
96 51 70
96 52 70
96 53 70
86 57 80
86 58 80
86 59 80
87 59 80
68 64 90
68 65 90
69 64 90
69 65 90
58 76 100
59 75 100
53 52 110
53 53 110
