#X Y Z
53 75 10
53 76 10
54 75 10
54 76 10
85 71 20
86 72 20
73 17 30
73 18 30
74 16 30
74 17 30
74 18 30
75 16 30
75 17 30
75 18 30
76 17 30
77 17 30
77 18 30
78 17 30
78 18 30
64 72 40
64 73 40
65 72 40
65 73 40
65 74 40
65 75 40
66 73 40
66 74 40
66 75 40
66 76 40
12 85 50
12 86 50
12 87 50
13 85 50
13 86 50
13 87 50
13 88 50
13 89 50
14 86 50
14 87 50
14 88 50
14 89 50
15 87 50
15 88 50
15 89 50
15 90 50
16 87 50
16 88 50
16 89 50
16 90 50
16 91 50
17 87 50
17 88 50
17 89 50
17 90 50
17 91 50
18 87 50
18 88 50
18 89 50
18 90 50
18 91 50
18 92 50
19 88 50
19 89 50
19 90 50
19 91 50
20 90 50
20 91 50
78 1 60
78 2 60
79 1 60
79 2 60
79 3 60
80 1 60
80 3 60
80 4 60
80 5 60
81 3 60
81 4 60
81 5 60
82 3 60
82 4 60
82 5 60
82 6 60
83 3 60
83 4 60
83 5 60
83 6 60
83 7 60
83 8 60
84 3 60
84 4 60
84 5 60
84 6 60
84 7 60
84 8 60
85 3 60
85 4 60
85 5 60
85 6 60
85 7 60
85 8 60
86 4 60
86 5 60
86 6 60
86 7 60
87 5 60
87 6 60
40 40 70
40 41 70
40 42 70
41 39 70
41 40 70
41 41 70
41 42 70
42 40 70
42 41 70
