#X Y Z
87 81 10
87 82 10
88 80 10
88 81 10
88 82 10
89 82 10
78 98 20
78 99 20
80 0 20
80 98 20
73 33 30
73 34 30
59 99 40
60 98 40
60 99 40
61 0 40
61 99 40
62 99 40
66 77 50
66 78 50
66 79 50
66 80 50
67 76 50
67 77 50
67 78 50
67 79 50
53 77 60
54 77 60
34 50 70
35 50 70
97 46 80
97 47 80
97 48 80
98 45 80
98 46 80
98 47 80
98 48 80
64 38 90
64 39 90
64 40 90
68 64 100
68 65 100
69 64 100
69 65 100
89 71 110
89 72 110
90 71 110
60 66 120
64 73 120
65 73 120
63 57 130
63 58 130
64 57 130
64 58 130
53 52 140
53 53 140
62 68 150
62 69 150
63 68 150
53 62 160
54 61 160
54 62 160
