#X Y Z
48 0.48 10
47 1.47 10
54 7.54 10
55 7.55 10
56 7.56 10
54 8.54 10
55 8.55 10
56 8.56 10
55 9.55 10
56 9.56 10
55 10.55 10
56 10.56 10
50 11.5 10
51 11.51 10
12 12.12 10
50 12.5 10
51 12.51 10
52 12.52 10
53 12.53 10
54 12.54 10
52 13.52 10
53 13.53 10
39 14.39 10
45 14.45 10
46 14.46 10
47 14.47 10
48 14.48 10
51 14.51 10
52 14.52 10
83 14.83 10
84 14.84 10
44 15.44 10
45 15.45 10
46 15.46 10
51 15.51 10
47 16.47 10
47 17.47 10
83 17.83 10
84 17.84 10
85 17.85 10
48 18.48 10
83 18.83 10
84 18.84 10
85 18.85 10
48 19.48 10
49 19.49 10
84 19.84 10
45 20.45 10
46 20.46 10
48 20.48 10
49 20.49 10
45 21.45 10
46 21.46 10
47 21.47 10
48 21.48 10
49 21.49 10
45 22.45 10
46 22.46 10
47 22.47 10
48 22.48 10
66 22.66 10
84 22.84 10
85 22.85 10
37 23.37 10
38 23.38 10
39 23.39 10
47 23.47 10
48 23.48 10
66 23.66 10
29 25.29 10
53 25.53 10
54 25.54 10
55 25.55 10
81 25.81 10
82 25.82 10
52 26.52 10
53 26.53 10
54 26.54 10
55 26.55 10
56 26.56 10
82 26.82 10
83 26.83 10
16 27.16 10
28 27.28 10
29 27.29 10
36 27.36 10
54 27.54 10
28 28.28 10
35 28.35 10
36 28.36 10
37 28.37 10
38 28.38 10
18 29.18 10
19 29.19 10
20 29.2 10
22 29.22 10
23 29.23 10
28 29.28 10
33 29.33 10
34 29.34 10
35 29.35 10
37 29.37 10
38 29.38 10
15 30.15 10
17 30.17 10
18 30.18 10
19 30.19 10
20 30.2 10
23 30.23 10
24 30.24 10
34 30.34 10
35 30.35 10
38 30.38 10
39 30.39 10
15 31.15 10
16 31.16 10
17 31.17 10
19 31.19 10
35 31.35 10
36 31.36 10
38 31.38 10
39 31.39 10
40 31.4 10
17 32.17 10
32 32.32 10
33 32.33 10
34 32.34 10
35 32.35 10
36 32.36 10
53 32.53 10
18 33.18 10
19 33.19 10
32 33.32 10
33 33.33 10
34 33.34 10
35 33.35 10
36 33.36 10
53 33.53 10
82 33.82 10
83 33.83 10
84 33.84 10
18 34.18 10
27 34.27 10
32 34.32 10
34 34.34 10
35 34.35 10
36 34.36 10
37 34.37 10
50 34.5 10
51 34.51 10
53 34.53 10
82 34.82 10
83 34.83 10
84 34.84 10
25 35.25 10
26 35.26 10
27 35.27 10
28 35.28 10
29 35.29 10
32 35.32 10
37 35.37 10
48 35.48 10
49 35.49 10
50 35.5 10
52 35.52 10
53 35.53 10
54 35.54 10
55 35.55 10
56 35.56 10
58 35.58 10
63 35.63 10
65 35.65 10
66 35.66 10
24 36.24 10
25 36.25 10
26 36.26 10
27 36.27 10
28 36.28 10
29 36.29 10
31 36.31 10
33 36.33 10
34 36.34 10
36 36.36 10
38 36.38 10
47 36.47 10
48 36.48 10
52 36.52 10
53 36.53 10
55 36.55 10
56 36.56 10
58 36.58 10
59 36.59 10
60 36.6 10
61 36.61 10
62 36.62 10
63 36.63 10
64 36.64 10
65 36.65 10
68 36.68 10
75 36.75 10
24 37.24 10
25 37.25 10
26 37.26 10
27 37.27 10
28 37.28 10
29 37.29 10
30 37.3 10
31 37.31 10
32 37.32 10
33 37.33 10
35 37.35 10
36 37.36 10
37 37.37 10
38 37.38 10
47 37.47 10
48 37.48 10
53 37.53 10
54 37.54 10
55 37.55 10
56 37.56 10
57 37.57 10
58 37.58 10
59 37.59 10
60 37.6 10
61 37.61 10
62 37.62 10
63 37.63 10
64 37.64 10
65 37.65 10
67 37.67 10
68 37.68 10
75 37.75 10
76 37.76 10
23 38.23 10
24 38.24 10
25 38.25 10
26 38.26 10
29 38.29 10
30 38.3 10
31 38.31 10
32 38.32 10
34 38.34 10
35 38.35 10
45 38.45 10
46 38.46 10
47 38.47 10
48 38.48 10
52 38.52 10
53 38.53 10
54 38.54 10
55 38.55 10
56 38.56 10
57 38.57 10
58 38.58 10
59 38.59 10
60 38.6 10
62 38.62 10
64 38.64 10
65 38.65 10
66 38.66 10
68 38.68 10
69 38.69 10
71 38.71 10
72 38.72 10
75 38.75 10
76 38.76 10
25 39.25 10
26 39.26 10
27 39.27 10
30 39.3 10
31 39.31 10
32 39.32 10
33 39.33 10
34 39.34 10
46 39.46 10
47 39.47 10
48 39.48 10
49 39.49 10
51 39.51 10
52 39.52 10
54 39.54 10
55 39.55 10
56 39.56 10
57 39.57 10
59 39.59 10
60 39.6 10
62 39.62 10
64 39.64 10
65 39.65 10
67 39.67 10
68 39.68 10
69 39.69 10
70 39.7 10
71 39.71 10
72 39.72 10
17 40.17 10
18 40.18 10
27 40.27 10
28 40.28 10
29 40.29 10
31 40.31 10
32 40.32 10
33 40.33 10
38 40.38 10
48 40.48 10
49 40.49 10
50 40.5 10
51 40.51 10
52 40.52 10
53 40.53 10
54 40.54 10
55 40.55 10
56 40.56 10
59 40.59 10
61 40.61 10
64 40.64 10
65 40.65 10
68 40.68 10
69 40.69 10
71 40.71 10
16 41.16 10
17 41.17 10
18 41.18 10
28 41.28 10
29 41.29 10
30 41.3 10
31 41.31 10
33 41.33 10
42 41.42 10
44 41.44 10
45 41.45 10
47 41.47 10
50 41.5 10
52 41.52 10
53 41.53 10
55 41.55 10
56 41.56 10
58 41.58 10
59 41.59 10
60 41.6 10
61 41.61 10
62 41.62 10
63 41.63 10
64 41.64 10
65 41.65 10
68 41.68 10
69 41.69 10
15 42.15 10
16 42.16 10
17 42.17 10
26 42.26 10
27 42.27 10
29 42.29 10
30 42.3 10
39 42.39 10
42 42.42 10
