#X Y Z
93 48 10
93 49 10
94 49 10
92 50 10
93 50 10
94 50 10
92 51 10
93 51 10
94 51 10
93 52 10
57 4 20
58 4 20
56 5 20
57 5 20
58 5 20
59 5 20
56 6 20
57 6 20
58 6 20
59 6 20
60 6 20
60 7 20
61 7 20
5 10 20
52 12 20
53 12 20
52 13 20
53 13 20
6 14 20
7 14 20
47 15 20
46 16 20
47 16 20
48 16 20
46 17 20
47 17 20
48 17 20
47 18 20
48 18 20
49 18 20
46 19 20
47 19 20
48 19 20
49 19 20
46 20 20
47 20 20
48 20 20
49 20 20
45 21 20
46 21 20
48 21 20
49 21 20
37 22 20
38 22 20
39 22 20
45 22 20
46 22 20
66 22 20
37 23 20
38 23 20
39 23 20
66 23 20
85 24 20
86 24 20
34 29 20
35 29 20
36 29 20
20 30 20
21 30 20
22 30 20
33 30 20
34 30 20
35 30 20
36 30 20
37 30 20
17 31 20
18 31 20
35 31 20
37 31 20
17 32 20
18 32 20
55 32 20
58 32 20
18 33 20
34 33 20
55 33 20
56 33 20
57 33 20
58 33 20
59 33 20
18 34 20
24 34 20
25 34 20
27 34 20
30 34 20
32 34 20
34 34 20
35 34 20
55 34 20
56 34 20
57 34 20
58 34 20
59 34 20
24 35 20
25 35 20
26 35 20
27 35 20
30 35 20
31 35 20
32 35 20
47 35 20
48 35 20
49 35 20
54 35 20
55 35 20
63 35 20
64 35 20
24 36 20
27 36 20
38 36 20
39 36 20
47 36 20
48 36 20
49 36 20
52 36 20
53 36 20
58 36 20
68 36 20
73 36 20
27 37 20
28 37 20
33 37 20
47 37 20
48 37 20
53 37 20
55 37 20
57 37 20
59 37 20
60 37 20
65 37 20
67 37 20
68 37 20
69 37 20
71 37 20
72 37 20
73 37 20
30 38 20
31 38 20
32 38 20
34 38 20
46 38 20
47 38 20
48 38 20
54 38 20
61 38 20
65 38 20
67 38 20
68 38 20
69 38 20
71 38 20
72 38 20
47 39 20
48 39 20
49 39 20
54 39 20
57 39 20
58 39 20
59 39 20
60 39 20
61 39 20
62 39 20
64 39 20
65 39 20
67 39 20
68 39 20
70 39 20
71 39 20
31 40 20
48 40 20
50 40 20
52 40 20
53 40 20
54 40 20
55 40 20
56 40 20
57 40 20
58 40 20
59 40 20
60 40 20
61 40 20
62 40 20
64 40 20
68 40 20
69 40 20
70 40 20
71 40 20
29 41 20
31 41 20
45 41 20
47 41 20
50 41 20
52 41 20
53 41 20
55 41 20
56 41 20
57 41 20
58 41 20
60 41 20
61 41 20
63 41 20
66 41 20
67 41 20
68 41 20
69 41 20
26 42 20
28 42 20
29 42 20
39 42 20
40 42 20
45 42 20
46 42 20
47 42 20
48 42 20
49 42 20
50 42 20
51 42 20
52 42 20
53 42 20
55 42 20
56 42 20
57 42 20
58 42 20
59 42 20
60 42 20
61 42 20
62 42 20
64 42 20
67 42 20
68 42 20
69 42 20
80 42 20
25 43 20
26 43 20
27 43 20
28 43 20
29 43 20
39 43 20
40 43 20
44 43 20
45 43 20
46 43 20
48 43 20
49 43 20
51 43 20
52 43 20
53 43 20
54 43 20
55 43 20
56 43 20
57 43 20
58 43 20
61 43 20
62 43 20
63 43 20
64 43 20
65 43 20
66 43 20
67 43 20
68 43 20
69 43 20
70 43 20
72 43 20
82 43 20
83 43 20
42 44 20
43 44 20
45 44 20
46 44 20
48 44 20
50 44 20
51 44 20
53 44 20
54 44 20
55 44 20
56 44 20
57 44 20
60 44 20
61 44 20
63 44 20
64 44 20
65 44 20
67 44 20
68 44 20
69 44 20
71 44 20
72 44 20
81 44 20
82 44 20
43 45 20
48 45 20
49 45 20
52 45 20
